timestamp,rule.level,decoder.name,rule.description,rule.groups,rule.mitre.id,agent.ip
2026-04-08T14:23:00.30009,2,mysql,Standard DB query execution,database,,192.168.1.150
2026-04-30T09:56:00.17764,15,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,37.202.73.170
2026-05-03T04:59:00.23791,4,cron,Cron job executed successfully,system,,192.168.1.234
2026-04-07T04:31:00.70935,11,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,113.102.18.56
2026-04-14T05:09:00.80003,4,syscheck,File integrity check passed,ossec,,192.168.1.21
2026-04-14T07:40:00.15947,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.155
2026-04-08T18:36:00.69575,15,windows_defender,Malware Execution Detected,malware,T1204,64.92.6.70
2026-04-21T09:44:00.46760,1,syscheck,File integrity check passed,ossec,,15.235.27.179
2026-05-01T21:58:00.52270,,,Malware Execution Detected,malware,T1204,47.79.94.79
2026-05-03T21:18:00.62187,,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.137
2026-04-24T04:20:00.47634,2,windows,System event 4624,windows_auth,,192.168.1.38
2026-05-04T19:17:00.46988,8,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.212
2026-05-03T11:15:00.47660,10,nginx,HTTP Flood Denial of Service (DoS),,T1498,8.219.234.46
2026-04-29T02:42:00.70604,2,mysql,Standard DB query execution,database,,
2026-04-11T05:44:00.14340,1,iptables,Firewall accepted connection,firewall,,27.60.12.130
2026-04-19T21:25:00.15628,3,nginx,Normal asset load (JS/CSS),,,192.168.1.237
2026-05-04T14:20:00.81806,1,syscheck,File integrity check passed,ossec,,192.168.1.195
2026-04-29T11:35:00.28162,7,windows,Service started from non-standard path,windows_system,,69.196.75.111
2026-04-21T08:45:00.94679,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.25
2026-04-06T21:49:00.70667,11,windows,,windows_system,,192.168.1.174
2026-04-16T10:46:00.25200,4,windows,System event 4624,windows_auth,,192.168.1.81
2026-04-21T10:00:00.49673,12,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,
2026-04-05T22:53:00.38045,4,sudo,User executed allowed sudo command,privilege,,
2026-04-19T07:29:00.24803,8,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,167.70.190.142
2026-04-16T21:27:00.12054,8,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,41.59.229.33
2026-04-25T00:45:00.50853,4,postfix,Mail delivery successful,mail,,192.168.1.121
2026-04-14T16:57:00.16523,2,,User executed allowed sudo command,privilege,,192.168.1.69
2026-04-25T04:06:00.81793,3,sudo,User executed allowed sudo command,privilege,,192.168.1.240
2026-04-27T12:34:00.86050,13,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,43.165.125.97
2026-04-28T14:41:00.89717,3,cron,,system,,192.168.1.196
2026-04-29T22:55:00.25987,4,iptables,Firewall accepted connection,firewall,,192.168.1.193
2026-05-04T22:14:00.67804,4,iptables,Firewall accepted connection,firewall,,192.168.1.32
2026-04-30T06:15:00.71271,15,suricata,Command and Control Beaconing Detected,c2,T1071,75.99.30.50
2026-04-23T04:19:00.66117,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.108
2026-04-30T09:20:00.26778,,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,
2026-04-11T22:18:54.83520,11,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.15
2026-04-09T15:13:00.59650,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,184.227.82.165
2026-04-09T22:30:00.34413,,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.89
2026-04-13T01:58:00.90105,1,postfix,Mail delivery successful,mail,,192.168.1.52
2026-04-29T22:00:00.87511,3,mysql,,database,,192.168.1.11
2026-04-06T20:06:00.86321,10,suricata,Command and Control Beaconing Detected,c2,T1071,
2026-04-29T11:09:00.42941,8,sshd,SSH key rotation completed for service account,authentication,,192.168.1.114
2026-04-05T14:41:00.15448,9,sshd,SSH key rotation completed for service account,authentication,,192.168.1.132
2026-04-09T04:02:00.74352,14,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,80.94.95.242
2026-04-30T04:05:00.24129,3,cron,Cron job executed successfully,system,,192.168.1.210
2026-04-18T01:10:00.32944,7,windows,Service started from non-standard path,windows_system,,192.168.1.60
2026-04-19T17:50:00.53605,1,mysql,Standard DB query execution,database,,
2026-04-09T04:47:00.11019,,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.61
2026-05-03T22:42:00.67120,8,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,,192.168.1.67
2026-05-02T22:31:00.62375,4,windows,System event 4624,windows_auth,,192.168.1.107
2026-04-26T15:22:00.65725,,pam,Successful SSH login,authentication,,5.161.155.137
2026-04-14T02:53:00.34619,11,modsecurity,SQL Injection attempt detected,owasp_10,T1190,157.244.109.215
2026-04-30T21:10:00.91593,,postfix,,mail,,192.168.1.227
2026-04-29T14:25:00.31840,8,nginx,Unusual traffic spike detected,web_traffic,,
2026-04-06T04:50:00.48878,14,modsecurity,SQL Injection attempt detected,owasp_10,T1190,58.69.56.44
2026-04-09T18:31:00.65640,8,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.177
2026-04-07T06:52:00.97046,6,windows,Service started from non-standard path,windows_system,,34.73.213.241
2026-04-16T03:03:00.88348,2,,Normal GET request to /index.html,web_traffic,,192.168.1.152
2026-04-15T15:26:00.95183,1,cron,Cron job executed successfully,system,,72.61.117.5
2026-04-06T22:00:00.97419,4,mysql,Standard DB query execution,database,,192.168.1.253
2026-05-01T15:30:00.91398,2,windows,,windows_auth,,192.168.1.71
2026-05-01T18:07:00.45194,4,postfix,Mail delivery successful,,,2.57.122.103
2026-04-18T11:26:00.75622,4,sudo,User executed allowed sudo command,privilege,,192.168.1.217
2026-04-21T20:08:00.71846,8,,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.11
2026-04-09T20:11:00.39349,10,windows_defender,Malware Execution Detected,malware,T1204,47.90.170.122
2026-04-15T22:59:00.30987,2,pam,Successful SSH login,authentication,,192.168.1.34
2026-04-07T02:25:00.56004,3,iptables,Firewall accepted connection,firewall,,45.13.126.219
2026-04-20T09:53:00.90580,4,windows,System event 4624,windows_auth,,192.168.1.60
2026-04-14T11:48:00.66123,4,postfix,Mail delivery successful,mail,,192.168.1.37
2026-04-07T00:05:00.80196,5,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.167
2026-04-25T10:00:00.45575,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,153.229.233.72
2026-04-07T00:24:00.58561,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.234
2026-04-05T15:34:00.17587,4,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.45
2026-04-22T05:23:00.37621,7,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.175
2026-04-06T22:12:00.84996,3,pam,Successful SSH login,authentication,,192.168.1.64
2026-04-13T12:12:00.91461,8,suricata,Command and Control Beaconing Detected,c2,T1071,21.181.133.70
2026-04-20T11:25:00.74161,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.50
2026-05-03T12:51:00.79863,3,pam,Successful SSH login,authentication,,192.168.1.199
2026-04-13T04:56:00.59581,1,mysql,Standard DB query execution,database,,192.168.1.220
2026-05-02T16:42:00.80992,4,mysql,Standard DB query execution,,,192.168.1.14
2026-04-27T06:11:00.88497,6,windows,Service started from non-standard path,windows_system,,192.168.1.189
2026-04-29T11:54:00.17048,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,192.168.1.137
2026-04-11T23:09:00.23105,15,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,82.77.237.129
2026-04-29T19:59:00.70619,8,suricata,Command and Control Beaconing Detected,c2,T1071,
2026-04-28T05:24:00.35032,4,pam,Successful SSH login,authentication,,192.168.1.40
2026-04-17T19:12:00.72537,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.104
2026-04-26T13:57:00.52761,4,sudo,User executed allowed sudo command,privilege,,192.168.1.224
2026-05-03T19:23:00.49239,6,syscheck,Unexpected file modification in /etc/,ossec,,45.10.175.77
2026-05-04T18:18:00.54068,4,syscheck,File integrity check passed,ossec,,192.168.1.164
2026-04-12T05:04:00.65399,4,suricata,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.92
2026-04-11T19:17:00.20285,3,sudo,User executed allowed sudo command,privilege,,192.168.1.84
2026-04-10T22:49:00.92758,4,iptables,Firewall accepted connection,firewall,,192.168.1.20
2026-04-08T11:35:00.45751,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,2.135.248.6
2026-04-08T20:16:00.60675,6,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.18
2026-04-07T01:10:00.63473,7,windows,Service started from non-standard path,windows_system,,192.168.1.158
2026-04-24T18:21:00.86809,1,postfix,Mail delivery successful,mail,,192.168.1.218
2026-04-05T20:18:19.81927,,nginx,Normal asset load (JS/CSS),web_traffic,,58.98.197.137
2026-04-25T23:06:00.88642,2,pam,Successful SSH login,authentication,,192.168.1.124
2026-04-12T23:05:00.36120,1,windows,System event 4624,,,192.168.1.179
2026-05-03T19:47:00.88428,1,windows,System event 4624,windows_auth,,
2026-05-04T09:51:00.93098,10,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,41.203.213.8
2026-04-17T02:36:00.11926,,cron,Cron job executed successfully,system,,192.168.1.71
2026-04-09T07:13:00.75909,4,web-accesslog,Normal GET request to /index.html,,,192.168.1.127
2026-05-03T13:21:00.33145,4,web-accesslog,Normal GET request to /index.html,,,192.168.1.167
2026-04-21T07:18:00.45857,4,sshd,Subtle brute force: 3 failed logins from single source,authentication_failed,T1110,192.168.1.97
2026-04-20T08:48:00.18547,15,suricata,Command and Control Beaconing Detected,c2,,20.106.74.254
2026-04-06T21:40:00.88063,1,mysql,Standard DB query execution,database,,192.168.1.104
2026-04-14T23:52:00.87734,1,sudo,User executed allowed sudo command,privilege,,192.168.1.114
2026-04-25T19:56:00.50655,9,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.208
2026-04-08T18:51:12.60577,1,postfix,Mail delivery successful,mail,,
2026-04-30T12:59:00.50794,,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.24
2026-04-09T09:41:19.18242,9,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,20.29.23.130
2026-04-08T03:08:00.12762,2,iptables,Firewall accepted connection,firewall,,192.168.1.34
2026-04-27T02:01:00.87010,,pam,Successful SSH login,authentication,,192.168.1.144
2026-04-09T09:07:00.59044,2,cron,Cron job executed successfully,system,,192.168.1.187
2026-04-21T22:44:00.20686,,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,65.20.174.49
2026-04-09T10:04:00.59025,,web-accesslog,Normal GET request to /index.html,,,192.168.1.139
2026-04-25T00:19:00.88346,3,iptables,Firewall accepted connection,firewall,,79.124.62.14
2026-04-21T21:42:00.80351,13,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,1.21.244.184
2026-04-17T14:12:00.22777,12,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.119
2026-04-21T16:15:00.75200,3,web-accesslog,Normal GET request to /index.html,web_traffic,,
2026-04-21T14:01:00.56994,,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,39.105.163.131
2026-04-16T17:51:00.16218,,pam,Successful SSH login,authentication,,192.168.1.91
2026-04-11T22:50:00.21030,15,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,27.115.72.122
2026-05-03T18:27:00.56625,3,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.151
2026-04-20T18:28:00.71018,8,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,60.204.143.39
2026-04-30T21:04:16.77508,15,,HTTP Flood Denial of Service (DoS),dos,T1498,76.192.15.38
2026-04-24T00:24:00.45911,5,iptables,Firewall accepted connection,firewall,,192.168.1.13
2026-04-22T23:25:00.78655,2,,Firewall accepted connection,firewall,,192.168.1.33
2026-04-19T20:28:00.23071,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,41.216.178.119
2026-04-28T03:22:00.40680,2,nginx,Normal asset load (JS/CSS),,,192.168.1.55
2026-04-23T23:35:34.71266,9,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,20.110.78.62
2026-04-07T02:59:00.93232,5,suricata,Outbound connection to rare external IP,,,192.168.1.219
2026-04-09T09:08:00.85482,,,System event 4624,windows_auth,,192.168.1.126
2026-04-28T06:19:00.11237,8,syscheck,Unexpected file modification in /etc/,ossec,,192.168.1.247
2026-04-04T19:32:22.84994,3,sudo,User executed allowed sudo command,privilege,,192.168.1.63
2026-04-27T06:43:00.11250,14,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,31.131.141.209
2026-04-23T17:55:00.78711,13,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,45.32.36.158
2026-04-27T01:33:00.94256,2,mysql,Standard DB query execution,database,,192.168.1.3
2026-05-03T11:25:00.49543,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,
2026-04-19T19:11:00.72298,2,cron,Cron job executed successfully,system,,192.168.1.63
2026-04-15T15:10:00.19825,4,iptables,Firewall accepted connection,firewall,,192.168.1.144
2026-04-16T16:10:00.77902,3,mysql,Standard DB query execution,database,,192.168.1.154
2026-04-17T01:09:00.26975,7,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.163
2026-04-18T13:17:00.71826,3,mysql,Standard DB query execution,database,,192.168.1.213
2026-04-26T10:10:00.17691,3,pam,Successful SSH login,authentication,,192.168.1.28
2026-04-13T10:40:00.87429,3,iptables,Firewall accepted connection,firewall,,192.168.1.8
2026-04-18T15:30:00.81241,2,pam,Successful SSH login,authentication,,192.168.1.79
2026-04-13T05:00:00.10318,8,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,
2026-04-05T04:36:00.39215,3,sudo,,privilege,,192.168.1.71
2026-05-01T03:57:00.55746,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.236
2026-04-24T14:44:00.93650,1,iptables,Firewall accepted connection,,,192.168.1.208
2026-04-05T01:01:00.23521,8,sca,SCA policy scan: CIS Benchmark compliance check completed,,,192.168.1.249
2026-04-17T13:58:00.28243,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,23.91.96.70
2026-04-08T02:23:00.51309,15,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,118.151.248.183
2026-04-05T21:43:00.46270,,windows_defender,,,T1204,27.115.113.138
2026-04-25T13:06:00.42922,3,sudo,User executed allowed sudo command,privilege,,192.168.1.91
2026-04-07T10:14:00.36981,3,pam,Successful SSH login,authentication,,192.168.1.157
2026-04-14T09:54:00.85741,5,sshd,Subtle brute force: 3 failed logins from single source,,T1110,192.168.1.177
2026-04-07T22:10:00.14642,4,iptables,Firewall accepted connection,firewall,,192.168.1.224
2026-04-19T12:00:00.82734,,cron,Cron job executed successfully,,,192.168.1.254
2026-05-02T16:03:00.86200,2,sudo,User executed allowed sudo command,privilege,,192.168.1.210
2026-04-27T13:27:00.64985,1,mysql,Standard DB query execution,database,,192.168.1.175
2026-04-30T02:06:00.31156,2,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.197
2026-04-06T12:48:00.54281,2,iptables,Firewall accepted connection,firewall,,192.168.1.182
2026-04-06T01:18:00.53681,12,,HTTP Flood Denial of Service (DoS),dos,T1498,192.168.1.143
2026-04-21T06:49:00.10942,1,windows,System event 4624,windows_auth,,192.168.1.135
2026-04-30T07:43:00.33960,2,,Standard DB query execution,database,,192.168.1.102
2026-04-30T15:54:00.59791,1,syscheck,File integrity check passed,ossec,,192.168.1.251
2026-04-18T14:17:00.70932,3,sudo,User executed allowed sudo command,privilege,,192.168.1.236
2026-04-22T02:54:00.96369,,,Normal GET request to /index.html,web_traffic,,192.168.1.64
2026-04-29T13:43:00.62455,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,,52.173.178.216
2026-04-27T15:10:00.20877,1,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.148
2026-04-19T09:16:00.62930,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,114.207.124.186
2026-05-01T15:04:00.64068,,,Unexpected file modification in /etc/,ossec,,74.89.146.74
2026-04-25T07:10:00.36517,13,modsecurity,SQL Injection attempt detected,,T1190,75.93.49.137
2026-05-02T19:29:00.37862,4,postfix,Mail delivery successful,mail,,192.168.1.82
2026-04-23T13:57:00.35748,10,suricata,Command and Control Beaconing Detected,c2,T1071,51.68.236.71
2026-04-12T20:22:00.54864,6,syscheck,Unexpected file modification in /etc/,ossec,,141.62.5.78
2026-04-13T03:20:00.20601,,windows,System event 4624,windows_auth,,192.168.1.182
2026-04-14T07:45:00.20646,2,iptables,Firewall accepted connection,firewall,,192.168.1.172
2026-05-04T08:45:00.27403,4,postfix,Mail delivery successful,mail,,192.168.1.51
2026-04-24T03:05:27.92599,11,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.238
2026-04-27T20:10:00.99131,2,cron,Cron job executed successfully,system,,192.168.1.254
2026-04-12T05:42:00.89703,,suricata,Command and Control Beaconing Detected,c2,T1071,112.40.138.98
2026-04-23T15:37:00.53725,4,postfix,Mail delivery successful,,,192.168.1.209
2026-04-05T00:21:00.30546,13,windows_defender,Malware Execution Detected,malware,T1204,126.165.47.7
2026-04-18T10:05:48.44046,5,windows,,windows_system,,131.207.93.224
2026-05-03T12:06:00.23785,11,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,192.168.1.33
2026-04-23T19:22:00.92503,,modsecurity,SQL Injection attempt detected,owasp_10,T1190,
2026-04-07T16:57:00.72541,,cron,Cron job executed successfully,system,,192.168.1.253
2026-04-24T01:14:00.56296,12,windows,Windows Update service restarted automatically,windows_system,,192.168.1.6
2026-04-23T23:20:00.61083,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.204
2026-04-27T09:05:00.46966,,modsecurity,Cross Site Scripting (XSS) detected,,T1190,47.84.46.8
2026-04-20T06:18:00.30750,1,web-accesslog,,web_traffic,,192.168.1.37
2026-04-08T09:00:00.10778,11,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,
2026-04-19T22:42:00.58635,4,,Successful SSH login,authentication,,192.168.1.149
2026-04-08T18:19:00.75604,3,sudo,User executed allowed sudo command,privilege,,
2026-04-30T15:49:00.80014,8,sshd,Multiple failed password attempts,authentication_failed,T1110,64.225.100.217
2026-04-11T03:02:00.79386,12,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,
2026-05-04T17:48:00.77808,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,146.124.202.33
2026-04-15T09:35:00.81188,3,windows,System event 4624,windows_auth,,192.168.1.107
2026-05-03T15:21:00.59376,8,sca,Vulnerability assessment scan completed on all endpoints,compliance,,192.168.1.93
2026-04-16T03:39:00.20456,3,web-accesslog,Normal GET request to /index.html,web_traffic,,71.230.228.16
2026-04-24T21:46:00.31807,,suricata,Command and Control Beaconing Detected,,T1071,41.155.46.158
2026-04-11T23:27:00.42655,3,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.34
2026-04-07T14:56:00.11418,12,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,21.226.211.140
2026-05-01T11:14:00.87199,8,windows,Service started from non-standard path,windows_system,,192.168.1.36
2026-04-20T11:53:40.84653,4,sudo,User executed allowed sudo command,privilege,,192.168.1.80
2026-04-19T15:30:00.94836,,,Standard DB query execution,database,,192.168.1.216
2026-04-11T06:29:00.27000,8,suricata,Outbound connection to rare external IP,network_monitor,,171.37.140.48
2026-04-15T02:26:00.36885,4,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.14
2026-05-03T09:22:00.78315,3,sudo,User executed allowed sudo command,privilege,,192.168.1.208
2026-04-13T23:07:42.44185,,pam,Successful SSH login,authentication,,
2026-04-25T07:32:00.76965,8,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,77.192.70.58
2026-05-01T22:12:00.66083,6,windows,Service started from non-standard path,windows_system,,50.6.227.30
2026-04-12T15:40:00.70385,9,mysql,Database maintenance: slow query log threshold exceeded,database,,192.168.1.73
2026-04-10T23:27:00.88732,10,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,,192.168.1.64
2026-04-10T09:18:00.19735,6,,Service started from non-standard path,windows_system,,192.168.1.192
2026-05-03T01:07:00.71627,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,13.49.141.132
2026-04-09T13:50:00.87485,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,20.105.65.67
2026-04-30T08:03:00.47579,4,pam,,authentication,,192.168.1.135
2026-04-12T10:16:00.84148,4,,Normal GET request to /index.html,web_traffic,,192.168.1.2
2026-04-21T20:31:13.18159,1,mysql,,database,,192.168.1.102
2026-04-24T09:47:00.92989,4,iptables,Firewall accepted connection,firewall,,54.39.0.20
2026-04-14T06:47:00.87685,5,web-accesslog,Directory traversal probe: GET /../../etc/shadow,owasp_10,T1190,
2026-04-09T23:39:00.47689,4,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.95
2026-04-07T02:38:00.77968,3,,User executed allowed sudo command,privilege,,192.168.1.61
2026-05-01T17:29:00.20260,11,windows_defender,Malware Execution Detected,malware,T1204,14.103.116.98
2026-04-15T21:27:22.41817,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.44
2026-04-12T22:56:00.16122,8,suricata,Command and Control Beaconing Detected,c2,T1071,59.178.104.234
2026-04-15T15:31:00.51254,12,suricata,Command and Control Beaconing Detected,,,8.217.167.211
2026-04-25T16:00:00.92024,2,web-accesslog,Normal GET request to /index.html,web_traffic,,
2026-04-19T05:04:00.65622,1,nginx,Normal asset load (JS/CSS),web_traffic,,47.145.151.168
2026-04-26T11:20:00.66259,1,windows,System event 4624,windows_auth,,192.168.1.95
2026-04-27T21:40:00.59640,2,pam,Successful SSH login,authentication,,51.195.244.247
2026-04-08T18:12:00.10395,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,71.182.229.214
2026-04-10T15:12:00.37151,12,,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,
2026-04-12T23:38:00.32969,3,cron,Cron job executed successfully,system,,192.168.1.206
2026-04-30T20:25:00.27679,4,cron,Cron job executed successfully,system,,192.168.1.15
2026-04-07T00:28:00.94639,2,sudo,User executed allowed sudo command,privilege,,192.168.1.181
2026-05-03T16:51:00.85288,12,windows_defender,Malware Execution Detected,malware,T1204,47.128.111.112
2026-04-13T22:45:00.67253,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.64
2026-04-22T17:40:00.73969,3,pam,Successful SSH login,authentication,,192.168.1.44
2026-04-08T02:48:00.85812,3,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.160
2026-04-24T21:43:00.90287,1,sudo,User executed allowed sudo command,privilege,,192.168.1.49
2026-04-27T02:30:00.85813,7,windows,Service started from non-standard path,windows_system,,192.168.1.221
2026-04-15T08:56:00.43983,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,192.168.1.219
2026-04-22T14:22:00.92901,,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.129
2026-04-19T05:04:00.11348,11,modsecurity,,owasp_10,T1190,79.250.64.254
2026-04-16T21:59:00.48442,12,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,,192.168.1.22
2026-04-14T12:16:00.99286,4,syscheck,File integrity check passed,ossec,,192.168.1.25
2026-04-22T16:50:00.44299,4,cron,Cron job executed successfully,system,,192.168.1.215
2026-04-23T02:39:00.13916,4,nginx,Normal asset load (JS/CSS),web_traffic,,
2026-04-20T21:18:00.67576,1,nginx,Normal asset load (JS/CSS),,,24.127.53.61
2026-04-18T11:14:00.69381,4,mysql,Standard DB query execution,database,,192.168.1.80
2026-05-02T01:30:00.97110,3,iptables,Firewall accepted connection,firewall,,192.168.1.188
2026-04-19T10:46:00.12395,3,sudo,User executed allowed sudo command,privilege,,192.168.1.62
2026-04-12T22:30:00.63061,5,nginx,Unusual traffic spike detected,web_traffic,,192.168.1.22
2026-04-11T07:00:00.13789,13,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,186.239.239.177
2026-04-27T04:06:00.37789,2,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.129
2026-05-01T16:57:00.65036,1,cron,Cron job executed successfully,system,,192.168.1.133
2026-04-23T19:36:00.90062,1,pam,Successful SSH login,authentication,,192.168.1.215
2026-05-04T02:57:00.48678,2,postfix,Mail delivery successful,mail,,192.168.1.106
2026-04-22T07:40:00.49373,10,windows,Windows Update service restarted automatically,windows_system,,192.168.1.254
2026-04-07T04:50:00.38659,2,mysql,Standard DB query execution,database,,192.168.1.166
2026-04-05T17:08:00.63600,2,pam,Successful SSH login,,,192.168.1.181
2026-04-19T20:25:00.19362,10,,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.42
2026-04-29T20:23:00.24538,9,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,2.27.37.237
2026-04-18T14:31:00.95398,3,syscheck,File integrity check passed,ossec,,192.168.1.226
2026-04-16T14:50:00.18920,4,iptables,Firewall accepted connection,,,192.168.1.121
2026-04-15T16:19:00.52460,11,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.54
2026-04-16T14:09:00.64787,,suricata,Outbound connection to rare external IP,network_monitor,,192.168.1.67
2026-04-07T07:45:00.64559,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.179
2026-04-23T02:32:00.40324,4,postfix,Mail delivery successful,mail,,192.168.1.197
2026-05-03T04:33:00.68806,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.194
2026-04-16T10:06:00.41283,3,windows,System event 4624,windows_auth,,192.168.1.54
2026-04-18T01:37:00.88433,3,,Successful SSH login,authentication,,192.168.1.130
2026-05-04T06:45:00.27085,2,postfix,Mail delivery successful,mail,,192.168.1.230
2026-04-20T09:37:00.52355,3,cron,Cron job executed successfully,system,,
2026-04-11T01:16:00.28515,3,,Firewall accepted connection,firewall,,192.168.1.60
2026-04-13T12:40:10.37565,10,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,178.117.20.12
2026-04-10T21:09:00.64745,,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.190
2026-05-02T04:24:00.75173,9,suricata,Command and Control Beaconing Detected,c2,T1071,160.252.212.206
2026-05-02T23:07:00.59640,1,iptables,,firewall,,
2026-04-25T03:43:00.84664,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.43
2026-04-06T08:28:00.51093,8,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,14.248.217.69
2026-04-19T07:58:00.65517,8,suricata,Command and Control Beaconing Detected,c2,T1071,77.239.121.131
2026-04-17T21:32:00.47107,,postfix,Mail delivery successful,mail,,192.168.1.78
2026-05-04T09:39:00.68798,6,,Outbound connection to rare external IP,network_monitor,,64.227.99.138
2026-05-01T19:42:00.38258,4,iptables,,firewall,,192.168.1.207
2026-04-29T12:12:00.91759,3,web-accesslog,Normal GET request to /index.html,web_traffic,,192.168.1.63
2026-05-02T15:51:00.87077,1,nginx,Normal asset load (JS/CSS),web_traffic,,192.168.1.211
