timestamp,rule_level,decoder_name,rule_description,rule_group,mitre_id,agent_ip,is_malicious
2026-05-02T02:00:00.40235,4,windows,System event 4624,windows_auth,unknown,192.168.1.111,0
2026-04-06T08:17:00.13461,7,windows,Service started from non-standard path,windows_system,unknown,192.168.1.220,0
2026-04-26T18:20:00.90705,3,windows,System event 4624,windows_auth,unknown,0.0.0.0,0
2026-04-19T08:53:33.20398,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,77.25.33.127,1
2026-04-09T22:12:00.72999,5,web-accesslog,Directory traversal probe: GET /../../etc/shadow,owasp_10,T1190,192.168.1.98,1
2026-04-24T15:33:00.17868,3,mysql,Standard DB query execution,database,unknown,0.0.0.0,0
2026-04-15T02:15:00.18679,4,pam,Successful SSH login,authentication,unknown,192.168.1.179,0
2026-04-25T16:30:00.56563,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,35.94.31.119,1
2026-04-14T04:42:00.94835,11,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,100.82.135.247,1
2026-04-08T01:20:00.86927,3,windows,System event 4624,windows_auth,unknown,192.168.1.227,0
2026-04-08T18:02:00.66112,6,syscheck,Unexpected file modification in /etc/,ossec,unknown,37.77.150.124,1
2026-04-29T12:00:00.96538,1,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,2.50.84.211,0
2026-04-28T05:40:00.45287,13,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,42.112.42.129,1
2026-05-04T13:41:00.98474,4,postfix,Mail delivery successful,mail,unknown,192.168.1.216,0
2026-04-28T02:07:00.76370,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,31.131.141.209,0
2026-04-24T04:13:00.85819,4,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,unknown,77.76.178.63,1
2026-04-15T08:17:00.82368,8,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.6,0
2026-05-04T15:16:00.86884,7,unknown,Unusual traffic spike detected,web_traffic,unknown,192.168.1.202,0
2026-04-19T23:12:00.59994,3,windows,System event 4624,windows_auth,unknown,79.192.70.233,0
2026-04-27T03:33:00.62702,3,sshd,Subtle brute force: 3 failed logins from single source,authentication_failed,T1110,192.168.1.145,1
2026-04-16T17:36:00.72556,4,syscheck,File integrity check passed,ossec,unknown,192.168.1.9,0
2026-05-04T08:07:00.99632,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.84,0
2026-04-09T05:48:00.82591,12,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.21,0
2026-05-03T02:11:00.84807,9,modsecurity,SQL Injection attempt detected,unknown,T1190,192.168.1.194,0
2026-04-23T07:30:00.12725,1,unknown,User executed allowed sudo command,privilege,unknown,192.168.1.175,0
2026-04-24T09:03:00.84597,4,mysql,unknown,database,unknown,192.168.1.47,0
2026-05-01T23:18:00.16396,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.121,0
2026-04-24T22:56:00.68928,9,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,0.0.0.0,1
2026-04-24T00:28:00.34329,10,unknown,SSH key rotation completed for service account,authentication,unknown,0.0.0.0,0
2026-04-21T17:59:00.62197,12,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,123.212.247.43,1
2026-04-15T23:00:00.11654,4,syscheck,Unexpected file modification in /etc/,ossec,unknown,47.254.192.213,1
2026-04-28T13:36:00.34930,9,unknown,Malware Execution Detected,malware,T1204,82.156.163.250,1
2026-04-19T23:18:00.98124,2,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.252,0
2026-05-03T18:59:00.63665,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.242,0
2026-04-29T08:01:00.26929,12,nginx,unknown,dos,T1498,62.60.130.75,1
2026-04-30T07:59:00.43076,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.164,0
2026-04-23T14:36:00.39353,6,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.233,0
2026-05-04T12:23:00.22576,1,mysql,unknown,database,unknown,192.168.1.61,0
2026-04-25T06:14:00.45471,2,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.254,0
2026-04-18T19:23:00.53680,6,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.120,0
2026-04-07T10:33:00.15921,3,postfix,Mail delivery successful,mail,unknown,192.168.1.212,0
2026-04-19T11:35:00.36594,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.213,0
2026-04-24T03:55:00.10284,9,unknown,unknown,privilege_escalation,T1134,58.144.223.69,1
2026-04-21T01:35:00.56597,10,syscheck,unknown,system_monitor,unknown,192.168.1.67,0
2026-04-30T00:44:00.91475,9,suricata,Nmap port scanning detected (Reconnaissance),unknown,T1046,39.152.193.72,1
2026-04-07T06:18:00.39459,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.94,0
2026-04-14T05:22:00.24180,15,unknown,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,51.89.129.226,1
2026-04-29T07:12:00.93686,4,pam,Successful SSH login,authentication,unknown,192.168.1.180,0
2026-04-06T13:37:00.82874,6,windows,Service started from non-standard path,windows_system,unknown,192.168.1.174,0
2026-04-11T02:30:00.84316,10,unknown,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,63.135.169.175,1
2026-04-11T15:53:00.70663,4,pam,Successful SSH login,authentication,unknown,192.168.1.142,0
2026-04-10T08:21:00.26444,4,sshd,Subtle brute force: 3 failed logins from single source,authentication_failed,T1110,192.168.1.18,1
2026-05-04T04:56:00.29572,1,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.89,0
2026-04-22T19:22:00.85795,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,44.29.198.246,1
2026-04-30T18:09:00.20579,4,pam,Successful SSH login,authentication,unknown,192.168.1.246,0
2026-04-09T15:34:00.67580,3,syscheck,File integrity check passed,ossec,unknown,192.168.1.105,0
2026-04-23T14:08:00.29405,5,web-accesslog,Directory traversal probe: GET /../../etc/shadow,unknown,T1190,192.168.1.50,1
2026-04-05T08:44:00.45082,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.70,0
2026-04-15T03:11:00.45172,4,unknown,unknown,database,unknown,192.168.1.33,0
2026-04-07T09:13:00.52144,10,nginx,HTTP Flood Denial of Service (DoS),unknown,T1498,192.168.1.83,1
2026-04-26T00:32:00.70826,1,pam,Successful SSH login,authentication,unknown,0.0.0.0,0
2026-05-02T20:25:00.82343,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.23,0
2026-04-27T16:14:00.45911,1,mysql,Standard DB query execution,database,unknown,192.168.1.32,0
2026-04-26T04:26:00.63735,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,101.97.65.193,1
2026-04-26T11:27:00.26974,1,sudo,unknown,privilege,unknown,192.168.1.147,0
2026-05-03T10:58:00.91921,4,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.203,1
2026-04-27T01:04:00.36081,2,pam,Successful SSH login,authentication,unknown,192.168.1.96,0
2026-04-18T03:01:00.63555,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.151,0
2026-04-05T07:02:00.15227,8,unknown,SQL Injection attempt detected,unknown,T1190,192.168.1.162,0
2026-04-19T19:43:00.61539,2,unknown,Successful SSH login,authentication,unknown,192.168.1.85,0
2026-04-05T01:21:00.31131,12,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.41,0
2026-05-01T08:20:00.33910,6,sshd,Multiple failed password attempts,authentication_failed,T1110,212.182.158.174,1
2026-04-01T22:30:47.44704,7,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.212,0
2026-04-27T23:24:00.14360,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.215,0
2026-04-13T07:05:00.23486,9,unknown,SQL Injection attempt detected,owasp_10,T1190,192.168.1.243,0
2026-04-30T18:07:00.35980,4,syscheck,File integrity check passed,unknown,unknown,192.168.1.31,0
2026-04-13T20:59:00.56169,11,unknown,HTTP Flood Denial of Service (DoS),unknown,T1498,38.77.198.67,1
2026-05-02T23:19:00.20458,3,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.116,0
2026-05-01T23:19:00.37246,10,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.219,0
2026-04-16T23:55:00.20082,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.194,0
2026-05-02T09:36:00.35068,3,iptables,Firewall accepted connection,firewall,unknown,192.168.1.208,0
2026-04-13T03:47:00.28110,9,suricata,Nmap port scanning detected (Reconnaissance),unknown,T1046,192.168.1.154,0
2026-04-25T14:12:00.93499,1,windows,System event 4624,windows_auth,unknown,192.168.1.84,0
2026-04-26T11:33:00.83034,4,pam,Successful SSH login,authentication,unknown,192.168.1.146,0
2026-04-22T02:14:00.55616,1,postfix,Mail delivery successful,mail,unknown,192.168.1.230,0
2026-04-16T20:00:32.81874,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.211,1
2026-04-18T04:58:00.30834,4,syscheck,File integrity check passed,ossec,unknown,0.0.0.0,0
2026-04-17T13:14:00.41721,8,modsecurity,SQL Injection attempt detected,owasp_10,T1190,51.222.168.51,1
2026-04-29T21:12:00.66070,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.108,0
2026-04-12T03:06:00.55130,10,unknown,Lateral movement via Windows Admin Shares,unknown,unknown,180.252.18.49,1
2026-04-30T20:45:00.37782,4,pam,Successful SSH login,authentication,unknown,79.209.111.63,0
2026-04-30T14:52:00.56045,14,unknown,Command and Control Beaconing Detected,c2,T1071,61.134.25.86,1
2026-04-20T16:22:00.36577,4,postfix,Mail delivery successful,mail,unknown,35.241.162.76,0
2026-04-07T21:47:00.22711,10,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,12.135.193.41,1
2026-05-04T11:31:00.68359,2,unknown,Mail delivery successful,mail,unknown,192.168.1.220,0
2026-04-06T14:33:00.53880,5,suricata,Outbound connection to rare external IP,network_monitor,unknown,192.168.1.62,0
2026-05-01T10:55:00.87911,1,postfix,Mail delivery successful,mail,unknown,192.168.1.69,0
2026-04-23T09:53:00.27111,14,suricata,Command and Control Beaconing Detected,unknown,T1071,46.44.40.82,1
2026-04-12T17:15:00.85800,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,217.17.232.137,1
2026-04-25T12:50:00.82014,8,pam,Password expiry warning for user admin (30 days remaining),authentication,unknown,192.168.1.107,0
2026-04-16T12:44:00.56436,4,unknown,Cron job executed successfully,system,unknown,192.168.1.90,0
2026-04-16T02:43:00.33448,3,postfix,Mail delivery successful,mail,unknown,192.168.1.71,0
2026-04-19T07:50:00.86628,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,61.186.136.36,1
2026-04-26T23:24:00.60253,1,syscheck,File integrity check passed,ossec,unknown,0.0.0.0,0
2026-04-22T16:35:00.56672,8,unknown,SSH key rotation completed for service account,authentication,unknown,192.168.1.207,0
2026-04-23T09:46:00.69882,4,syscheck,unknown,ossec,unknown,4.246.204.51,0
2026-04-30T05:44:00.15604,4,cron,Cron job executed successfully,system,unknown,61.0.44.251,0
2026-04-17T00:16:00.49791,2,nginx,Normal asset load (JS/CSS),web_traffic,unknown,0.0.0.0,0
2026-04-11T20:42:00.55315,4,unknown,Standard DB query execution,database,unknown,192.168.1.137,0
2026-04-06T13:34:00.63310,1,cron,Cron job executed successfully,system,unknown,192.168.1.161,0
2026-04-16T04:38:00.34771,5,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.185,1
2026-04-14T19:02:00.22489,5,syscheck,Unexpected file modification in /etc/,ossec,unknown,192.168.1.212,0
2026-04-27T00:41:00.84149,3,unknown,Firewall accepted connection,firewall,unknown,78.138.168.46,0
2026-04-06T14:08:00.60731,15,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,23.160.249.243,1
2026-05-03T00:30:00.59895,1,windows,System event 4624,windows_auth,unknown,192.168.1.58,0
2026-04-24T08:19:00.43091,15,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,155.44.144.162,1
2026-05-03T16:27:00.26552,4,windows,System event 4624,windows_auth,unknown,192.168.1.33,0
2026-04-07T17:14:00.57612,4,unknown,File integrity check passed,ossec,unknown,192.168.1.224,0
2026-04-18T15:23:00.47084,3,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.23,1
2026-05-04T19:16:00.86174,2,iptables,unknown,firewall,unknown,192.168.1.12,0
2026-04-18T09:03:00.96975,3,syscheck,File integrity check passed,ossec,unknown,192.168.1.198,0
2026-04-29T08:57:00.64291,1,nginx,unknown,web_traffic,unknown,0.0.0.0,0
2026-04-22T14:41:35.21704,5,windows,Service started from non-standard path,unknown,unknown,41.83.143.212,1
2026-04-16T10:00:00.11520,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,20.113.134.156,1
2026-04-12T18:43:00.52566,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.8,0
2026-04-07T23:31:00.38149,14,modsecurity,Cross Site Scripting (XSS) detected,unknown,T1190,37.151.9.232,1
2026-04-17T03:53:00.96558,2,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.158,0
2026-04-27T13:54:00.62537,4,cron,Cron job executed successfully,system,unknown,192.168.1.40,0
2026-04-30T18:15:00.41180,4,sudo,User executed allowed sudo command,privilege,unknown,0.0.0.0,0
2026-04-06T18:43:00.68489,6,suricata,Outbound connection to rare external IP,network_monitor,unknown,129.72.196.83,1
2026-04-07T04:43:00.93733,4,sshd,SSH key rotation completed for service account,authentication,unknown,192.168.1.80,0
2026-05-01T10:57:00.31263,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.245,0
2026-04-27T13:20:00.22764,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.252,0
2026-05-02T20:39:00.16340,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,0.0.0.0,1
2026-04-14T17:54:00.60644,9,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,192.168.1.49,1
2026-04-06T09:01:00.58391,4,windows,System event 4624,windows_auth,unknown,192.168.1.214,0
2026-04-15T15:29:36.98138,12,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,unknown,0.0.0.0,0
2026-04-10T21:08:00.80037,2,pam,Successful SSH login,authentication,unknown,64.227.131.240,0
2026-04-14T17:26:00.27262,5,syscheck,Unexpected file modification in /etc/,ossec,unknown,192.168.1.176,0
2026-04-09T14:46:00.29927,2,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.108,0
2026-04-19T04:42:00.14108,9,modsecurity,SQL Injection attempt detected,owasp_10,T1190,192.168.1.87,0
2026-04-15T04:43:00.56640,7,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.254,0
2026-05-02T16:56:00.76508,15,suricata,Command and Control Beaconing Detected,c2,T1071,50.54.25.202,1
2026-04-19T20:22:00.89733,8,windows_defender,Malware Execution Detected,malware,unknown,14.103.119.118,1
2026-04-27T10:01:35.60487,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.18,0
2026-04-22T05:55:00.96644,3,syscheck,File integrity check passed,ossec,unknown,192.168.1.71,0
2026-04-15T09:10:00.71207,2,sudo,User executed allowed sudo command,privilege,unknown,50.87.144.11,0
2026-04-12T09:14:00.30642,1,iptables,Firewall accepted connection,firewall,unknown,192.168.1.22,0
2026-04-11T12:59:00.95397,7,sshd,Multiple failed password attempts,authentication_failed,T1110,191.107.136.159,1
2026-04-07T03:17:00.24494,8,mysql,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.156,0
2026-04-19T06:33:00.53773,12,modsecurity,SQL Injection attempt detected,owasp_10,T1190,0.0.0.0,0
2026-04-18T09:38:49.21302,1,cron,Cron job executed successfully,system,unknown,192.168.1.80,0
2026-04-16T12:20:00.88921,4,unknown,Mail delivery successful,mail,unknown,192.168.1.94,0
2026-04-10T04:02:00.73546,8,nginx,Unusual traffic spike detected,web_traffic,unknown,80.94.92.206,1
2026-04-14T15:18:00.10146,14,suricata,unknown,lateral_movement,T1021,75.218.116.230,1
2026-04-05T12:32:00.47324,1,unknown,unknown,windows_auth,unknown,192.168.1.131,0
2026-05-04T02:27:00.64893,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,192.168.1.14,0
2026-04-24T19:47:00.41289,8,sshd,unknown,authentication_failed,T1110,52.32.177.227,1
2026-04-13T04:53:00.92831,13,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,80.96.58.214,1
2026-04-17T01:40:00.49488,6,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.140,0
2026-04-06T18:28:00.69154,4,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.86,1
2026-04-19T06:55:00.25031,14,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,5.88.192.214,1
2026-04-21T05:17:00.66134,9,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,116.126.60.186,1
2026-04-27T05:05:00.62942,7,nginx,Unusual traffic spike detected,web_traffic,unknown,220.189.110.106,1
2026-04-11T05:22:00.14278,1,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.54,0
2026-04-07T10:17:00.46045,2,pam,Successful SSH login,authentication,unknown,192.168.1.79,0
2026-04-23T21:10:00.66916,2,iptables,Firewall accepted connection,unknown,unknown,192.168.1.153,0
2026-04-12T19:10:00.80414,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.206,0
2026-04-19T20:16:00.94260,13,suricata,Command and Control Beaconing Detected,c2,unknown,45.161.237.218,1
2026-04-19T20:19:00.31045,3,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.151,1
2026-04-30T15:31:00.83073,9,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,unknown,192.168.1.211,0
2026-04-26T09:01:00.59112,6,syscheck,Unexpected file modification in /etc/,ossec,unknown,192.168.1.59,0
2026-04-22T06:07:00.44881,3,syscheck,File integrity check passed,ossec,unknown,192.168.1.18,0
2026-04-29T22:16:39.93963,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.16,0
2026-04-19T06:04:00.84175,5,sudo,User executed allowed sudo command,unknown,unknown,192.168.1.138,1
2026-04-20T12:29:00.11728,2,cron,Cron job executed successfully,system,unknown,192.168.1.227,0
2026-04-17T20:23:00.88242,2,cron,Cron job executed successfully,system,unknown,192.168.1.246,0
2026-04-07T13:20:00.14146,2,mysql,Standard DB query execution,database,unknown,47.76.65.168,0
2026-04-07T14:41:00.95236,5,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.109,1
2026-04-02T15:18:27.58935,1,windows,System event 4624,windows_auth,unknown,192.168.1.51,0
2026-05-01T03:27:00.14367,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,67.158.75.236,0
2026-04-08T15:25:00.49928,3,suricata,DNS tunneling: suspicious TXT record queries to unknown domain,c2,T1071,192.168.1.225,1
2026-05-02T01:45:00.85782,6,nginx,Unusual traffic spike detected,web_traffic,unknown,83.177.196.201,1
2026-04-20T19:57:00.93042,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.172,0
2026-04-21T03:24:00.32657,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.43,1
2026-04-10T11:02:00.27619,4,unknown,Normal asset load (JS/CSS),web_traffic,unknown,52.224.105.13,0
2026-04-30T01:55:33.15733,3,syscheck,File integrity check passed,ossec,unknown,192.168.1.146,0
2026-04-11T17:13:00.38245,4,cron,Cron job executed successfully,system,unknown,192.168.1.169,0
2026-04-03T16:11:02.17524,8,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.57,0
2026-04-10T03:57:00.49604,11,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,62.84.185.52,1
2026-04-07T04:33:00.40487,12,sshd,SSH key rotation completed for service account,authentication,unknown,192.168.1.221,0
2026-04-21T09:09:00.49710,11,unknown,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.4,0
2026-05-02T10:43:00.44770,2,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.53,0
2026-04-17T03:41:00.27557,2,mysql,Standard DB query execution,database,unknown,192.168.1.33,0
2026-04-18T10:28:00.86785,14,windows_defender,Malware Execution Detected,malware,T1204,34.138.135.178,1
2026-04-09T15:06:00.48258,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.198,0
2026-04-11T00:22:00.21004,4,mysql,Standard DB query execution,database,unknown,192.168.1.199,0
2026-04-22T02:19:00.31742,2,windows,System event 4624,windows_auth,unknown,49.47.68.87,0
2026-04-16T01:26:11.93910,5,web-accesslog,Directory traversal probe: GET /../../etc/shadow,unknown,T1190,192.168.1.246,1
2026-04-08T00:34:00.49633,1,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.121,0
2026-04-18T14:46:00.36167,2,syscheck,File integrity check passed,ossec,unknown,192.168.1.216,0
2026-04-24T19:52:00.80356,1,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.183,0
2026-05-03T23:24:00.19944,12,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,0.0.0.0,1
2026-04-07T06:18:00.91624,4,suricata,Command and Control Beaconing Detected,c2,T1071,40.89.132.75,1
2026-05-03T09:56:00.30922,4,unknown,Firewall accepted connection,firewall,unknown,192.168.1.49,0
2026-04-26T20:15:00.28657,12,unknown,Cross Site Scripting (XSS) detected,owasp_10,T1190,128.102.43.152,1
2026-04-08T20:06:00.49494,4,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.176,1
2026-04-14T19:23:00.16306,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,unknown,46.147.118.54,1
2026-04-30T04:50:00.73573,2,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.36,0
2026-04-13T06:18:00.25480,4,windows,System event 4624,windows_auth,unknown,192.168.1.59,0
2026-04-20T17:38:00.71690,3,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.42,0
2026-04-12T12:35:00.10355,1,sudo,unknown,privilege,unknown,192.168.1.130,0
2026-04-25T05:50:00.83342,4,syscheck,File integrity check passed,ossec,unknown,0.0.0.0,0
2026-05-04T06:18:00.90385,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.18,0
2026-04-09T13:33:00.45619,4,cron,Cron job executed successfully,system,unknown,192.168.1.152,0
2026-05-02T15:59:00.71853,5,syscheck,Unexpected file modification in /etc/,unknown,unknown,192.168.1.177,0
2026-04-13T14:47:00.56215,15,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,64.227.110.161,1
2026-04-20T21:00:00.99248,2,postfix,Mail delivery successful,mail,unknown,192.168.1.127,0
2026-05-03T02:33:00.99463,10,windows_defender,Malware Execution Detected,malware,T1204,45.188.61.85,1
2026-04-19T08:04:00.25065,3,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.10,0
2026-05-01T20:02:00.23541,3,mysql,Standard DB query execution,database,unknown,192.168.1.76,0
2026-04-18T23:36:00.14915,11,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,unknown,192.168.1.117,0
2026-04-28T18:48:00.12925,3,cron,Cron job executed successfully,system,unknown,192.168.1.134,0
2026-05-02T19:56:00.33729,8,windows_defender,Malware Execution Detected,malware,T1204,188.194.160.4,1
2026-04-19T19:37:00.55228,9,unknown,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,144.158.186.157,1
2026-04-12T20:16:00.40470,8,suricata,Command and Control Beaconing Detected,c2,T1071,79.24.62.120,1
2026-04-11T15:09:00.98449,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.232,1
2026-04-04T22:46:00.67483,4,pam,Successful SSH login,authentication,unknown,192.168.1.89,0
2026-04-21T17:20:00.16537,4,unknown,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.131,0
2026-04-18T22:12:00.18777,11,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,45.238.2.34,1
2026-04-28T11:11:00.43223,9,windows_defender,Malware Execution Detected,malware,T1204,65.20.164.33,1
2026-05-02T16:46:00.93170,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.98,0
2026-04-20T12:04:00.22813,4,pam,Successful SSH login,authentication,unknown,192.168.1.14,0
2026-04-05T11:21:00.55003,13,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,14.42.47.150,1
2026-04-23T04:46:35.85165,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,51.159.18.215,1
2026-05-01T02:37:00.34427,4,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.183,1
2026-04-13T02:39:00.89565,4,windows,System event 4624,windows_auth,unknown,0.0.0.0,0
2026-04-12T07:13:00.29522,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.176,0
2026-05-04T05:06:00.24445,1,mysql,Standard DB query execution,database,unknown,192.168.1.39,0
2026-04-10T00:41:00.87835,3,iptables,Firewall accepted connection,firewall,unknown,192.168.1.106,0
2026-04-14T22:15:00.19543,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.120,0
2026-04-08T14:10:00.34163,10,pam,Password expiry warning for user admin (30 days remaining),authentication,unknown,192.168.1.171,0
2026-04-19T07:42:00.63656,6,windows,Service started from non-standard path,windows_system,unknown,0.0.0.0,0
2026-05-01T01:19:00.31143,1,sudo,User executed allowed sudo command,privilege,unknown,0.0.0.0,0
2026-04-23T02:34:00.54243,9,syscheck,Certificate expiration warning: SSL cert expires in 7 days,system_monitor,unknown,192.168.1.168,0
2026-05-03T11:32:00.59507,8,sca,Vulnerability assessment scan completed on all endpoints,compliance,unknown,192.168.1.42,0
2026-04-09T16:54:00.49324,6,syscheck,Unexpected file modification in /etc/,ossec,unknown,192.168.1.145,0
2026-04-28T14:48:00.33912,1,nginx,unknown,unknown,unknown,192.168.1.242,0
2026-05-02T15:33:00.92930,4,sudo,User executed allowed sudo command,privilege,unknown,54.38.60.111,0
2026-04-24T04:27:00.74373,3,postfix,Mail delivery successful,mail,unknown,192.168.1.240,0
2026-04-11T21:36:16.18024,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.157,0
2026-04-17T18:48:00.50617,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.76,0
2026-05-01T18:03:00.97071,4,windows_defender,Malware Execution Detected,unknown,T1204,45.78.198.178,1
2026-05-02T03:37:00.94813,3,unknown,unknown,authentication,unknown,192.168.1.96,1
2026-04-06T15:55:31.44231,8,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.43,0
2026-04-22T21:52:43.47930,9,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,0.0.0.0,1
2026-05-02T23:12:00.82961,4,syscheck,File integrity check passed,ossec,unknown,192.168.1.243,0
2026-04-19T07:30:00.32292,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.141,0
2026-04-19T11:26:00.10750,8,nginx,Unusual traffic spike detected,web_traffic,unknown,37.120.205.29,1
2026-04-06T01:05:00.69947,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.202,0
2026-04-28T09:35:00.47822,3,unknown,Normal GET request to /index.html,web_traffic,unknown,192.168.1.5,0
